,speaker,listener,dialogue,dialogue_sentiment,avg_sentiment
337,ROMEO,MERCUTIO,And we mean well in going to this mask; But ’tis no wit to go.,-0.3071,0.16324576271186442
338,ROMEO,MERCUTIO,And we mean well in going to this mask; But ’tis no wit to go.,-0.3071,0.16324576271186442
339,MERCUTIO,ROMEO,"Why, may one ask?",0.0,0.13772711864406778
340,MERCUTIO,ROMEO,"Why, may one ask?",0.0,0.13772711864406778
341,ROMEO,MERCUTIO,I dreamt a dream tonight.,0.25,0.16324576271186442
342,ROMEO,MERCUTIO,I dreamt a dream tonight.,0.25,0.16324576271186442
343,MERCUTIO,ROMEO,And so did I.,0.0,0.13772711864406778
344,MERCUTIO,ROMEO,And so did I.,0.0,0.13772711864406778
345,ROMEO,MERCUTIO,Well what was yours?,0.2732,0.16324576271186442
346,ROMEO,MERCUTIO,Well what was yours?,0.2732,0.16324576271186442
347,MERCUTIO,ROMEO,That dreamers often lie.,0.0,0.13772711864406778
348,MERCUTIO,ROMEO,That dreamers often lie.,0.0,0.13772711864406778
349,ROMEO,MERCUTIO,"In bed asleep, while they do dream things true.",0.5859,0.16324576271186442
350,ROMEO,MERCUTIO,"In bed asleep, while they do dream things true.",0.5859,0.16324576271186442
351,MERCUTIO,ROMEO,"O, then, I see Queen Mab hath been with you. She is the fairies’ midwife, and she comes In shape no bigger than an agate-stone On the fore-finger of an alderman, Drawn with a team of little atomies Over men’s noses as they lie asleep: Her waggon-spokes made of long spinners’ legs; The cover, of the wings of grasshoppers; Her traces, of the smallest spider’s web; The collars, of the moonshine’s watery beams; Her whip of cricket’s bone; the lash, of film; Her waggoner, a small grey-coated gnat, Not half so big as a round little worm Prick’d from the lazy finger of a maid: Her chariot is an empty hazelnut, Made by the joiner squirrel or old grub, Time out o’ mind the fairies’ coachmakers. And in this state she gallops night by night Through lovers’ brains, and then they dream of love; O’er courtiers’ knees, that dream on curtsies straight; O’er lawyers’ fingers, who straight dream on fees; O’er ladies’ lips, who straight on kisses dream, Which oft the angry Mab with blisters plagues, Because their breaths with sweetmeats tainted are: Sometime she gallops o’er a courtier’s nose, And then dreams he of smelling out a suit; And sometime comes she with a tithe-pig’s tail, Tickling a parson’s nose as a lies asleep, Then dreams he of another benefice: Sometime she driveth o’er a soldier’s neck, And then dreams he of cutting foreign throats, Of breaches, ambuscados, Spanish blades, Of healths five fathom deep; and then anon Drums in his ear, at which he starts and wakes; And, being thus frighted, swears a prayer or two, And sleeps again. This is that very Mab That plats the manes of horses in the night; And bakes the elf-locks in foul sluttish hairs, Which, once untangled, much misfortune bodes: This is the hag, when maids lie on their backs, That presses them, and learns them first to bear, Making them women of good carriage: This is she,—",0.8979,0.13772711864406778
352,MERCUTIO,ROMEO,"O, then, I see Queen Mab hath been with you. She is the fairies’ midwife, and she comes In shape no bigger than an agate-stone On the fore-finger of an alderman, Drawn with a team of little atomies Over men’s noses as they lie asleep: Her waggon-spokes made of long spinners’ legs; The cover, of the wings of grasshoppers; Her traces, of the smallest spider’s web; The collars, of the moonshine’s watery beams; Her whip of cricket’s bone; the lash, of film; Her waggoner, a small grey-coated gnat, Not half so big as a round little worm Prick’d from the lazy finger of a maid: Her chariot is an empty hazelnut, Made by the joiner squirrel or old grub, Time out o’ mind the fairies’ coachmakers. And in this state she gallops night by night Through lovers’ brains, and then they dream of love; O’er courtiers’ knees, that dream on curtsies straight; O’er lawyers’ fingers, who straight dream on fees; O’er ladies’ lips, who straight on kisses dream, Which oft the angry Mab with blisters plagues, Because their breaths with sweetmeats tainted are: Sometime she gallops o’er a courtier’s nose, And then dreams he of smelling out a suit; And sometime comes she with a tithe-pig’s tail, Tickling a parson’s nose as a lies asleep, Then dreams he of another benefice: Sometime she driveth o’er a soldier’s neck, And then dreams he of cutting foreign throats, Of breaches, ambuscados, Spanish blades, Of healths five fathom deep; and then anon Drums in his ear, at which he starts and wakes; And, being thus frighted, swears a prayer or two, And sleeps again. This is that very Mab That plats the manes of horses in the night; And bakes the elf-locks in foul sluttish hairs, Which, once untangled, much misfortune bodes: This is the hag, when maids lie on their backs, That presses them, and learns them first to bear, Making them women of good carriage: This is she,—",0.8979,0.13772711864406778
353,ROMEO,MERCUTIO,"Peace, peace, Mercutio, peace, Thou talk’st of nothing.",0.8885,0.16324576271186442
354,ROMEO,MERCUTIO,"Peace, peace, Mercutio, peace, Thou talk’st of nothing.",0.8885,0.16324576271186442
355,MERCUTIO,ROMEO,"True, I talk of dreams, Which are the children of an idle brain, Begot of nothing but vain fantasy, Which is as thin of substance as the air, And more inconstant than the wind, who wooes Even now the frozen bosom of the north, And, being anger’d, puffs away from thence, Turning his side to the dew-dropping south.",0.6954,0.13772711864406778
356,MERCUTIO,BENVOLIO,"True, I talk of dreams, Which are the children of an idle brain, Begot of nothing but vain fantasy, Which is as thin of substance as the air, And more inconstant than the wind, who wooes Even now the frozen bosom of the north, And, being anger’d, puffs away from thence, Turning his side to the dew-dropping south.",0.6954,0.015671428571428572
357,BENVOLIO,MERCUTIO,"This wind you talk of blows us from ourselves: Supper is done, and we shall come too late.",0.0,-0.037471428571428565
358,BENVOLIO,ROMEO,"This wind you talk of blows us from ourselves: Supper is done, and we shall come too late.",0.0,0.02226428571428571
359,ROMEO,BENVOLIO,"I fear too early: for my mind misgives Some consequence yet hanging in the stars, Shall bitterly begin his fearful date With this night’s revels; and expire the term Of a despised life, clos’d in my breast By some vile forfeit of untimely death. But he that hath the steerage of my course Direct my suit. On, lusty gentlemen!",-0.8845,0.08792142857142858
360,ROMEO,BENVOLIO,"I fear too early: for my mind misgives Some consequence yet hanging in the stars, Shall bitterly begin his fearful date With this night’s revels; and expire the term Of a despised life, clos’d in my breast By some vile forfeit of untimely death. But he that hath the steerage of my course Direct my suit. On, lusty gentlemen!",-0.8845,0.08792142857142858
361,BENVOLIO,ROMEO,"Strike, drum.",-0.128,0.02226428571428571
362,BENVOLIO,FIRST SERVANT,"Strike, drum.",-0.128,-0.128
363,FIRST SERVANT,BENVOLIO,"Where’s Potpan, that he helps not to take away? He shift a trencher! He scrape a trencher!",0.4912,0.4912
364,FIRST SERVANT,SECOND SERVANT,"Where’s Potpan, that he helps not to take away? He shift a trencher! He scrape a trencher!",0.4912,0.6992800000000001
365,SECOND SERVANT,FIRST SERVANT,"When good manners shall lie all in one or two men’s hands, and they unwash’d too, ’tis a foul thing.",0.4404,0.44312000000000007
366,SECOND SERVANT,FIRST SERVANT,"When good manners shall lie all in one or two men’s hands, and they unwash’d too, ’tis a foul thing.",0.4404,0.44312000000000007
367,FIRST SERVANT,SECOND SERVANT,"Away with the join-stools, remove the court-cupboard, look to the plate. Good thou, save me a piece of marchpane; and as thou loves me, let the porter let in Susan Grindstone and Nell. Antony and Potpan!",0.8777,0.6992800000000001
368,FIRST SERVANT,SECOND SERVANT,"Away with the join-stools, remove the court-cupboard, look to the plate. Good thou, save me a piece of marchpane; and as thou loves me, let the porter let in Susan Grindstone and Nell. Antony and Potpan!",0.8777,0.6992800000000001
369,SECOND SERVANT,FIRST SERVANT,"Ay, boy, ready.",0.3612,0.44312000000000007
370,SECOND SERVANT,FIRST SERVANT,"Ay, boy, ready.",0.3612,0.44312000000000007
371,FIRST SERVANT,SECOND SERVANT,"You are looked for and called for, asked for and sought for, in the great chamber.",0.6249,0.6992800000000001
372,FIRST SERVANT,SECOND SERVANT,"You are looked for and called for, asked for and sought for, in the great chamber.",0.6249,0.6992800000000001
373,SECOND SERVANT,FIRST SERVANT,"We cannot be here and there too. Cheerly, boys. Be brisk awhile, and the longer liver take all.",0.6124,0.44312000000000007
374,SECOND SERVANT,CAPULET,"We cannot be here and there too. Cheerly, boys. Be brisk awhile, and the longer liver take all.",0.6124,0.15451428571428574
375,CAPULET,SECOND SERVANT,"Welcome, gentlemen, ladies that have their toes Unplagu’d with corns will have a bout with you. Ah my mistresses, which of you all Will now deny to dance? She that makes dainty, She I’ll swear hath corns. Am I come near ye now? Welcome, gentlemen! I have seen the day That I have worn a visor, and could tell A whispering tale in a fair lady’s ear, Such as would please; ’tis gone, ’tis gone, ’tis gone, You are welcome, gentlemen! Come, musicians, play. A hall, a hall, give room! And foot it, girls.",0.9088,0.2647714285714286
376,CAPULET,CAPULET’S COUSIN,"Welcome, gentlemen, ladies that have their toes Unplagu’d with corns will have a bout with you. Ah my mistresses, which of you all Will now deny to dance? She that makes dainty, She I’ll swear hath corns. Am I come near ye now? Welcome, gentlemen! I have seen the day That I have worn a visor, and could tell A whispering tale in a fair lady’s ear, Such as would please; ’tis gone, ’tis gone, ’tis gone, You are welcome, gentlemen! Come, musicians, play. A hall, a hall, give room! And foot it, girls.",0.9088,0.2272
377,CAPULET’S COUSIN,CAPULET,"By’r Lady, thirty years.",0.0,0.0
378,CAPULET’S COUSIN,CAPULET,"By’r Lady, thirty years.",0.0,0.0
379,CAPULET,CAPULET’S COUSIN,"What, man, ’tis not so much, ’tis not so much: ’Tis since the nuptial of Lucentio, Come Pentecost as quickly as it will, Some five and twenty years; and then we mask’d.",0.0,0.2272
380,CAPULET,CAPULET’S COUSIN,"What, man, ’tis not so much, ’tis not so much: ’Tis since the nuptial of Lucentio, Come Pentecost as quickly as it will, Some five and twenty years; and then we mask’d.",0.0,0.2272
381,CAPULET’S COUSIN,CAPULET,"’Tis more, ’tis more, his son is elder, sir; His son is thirty.",0.0,0.0
382,CAPULET’S COUSIN,CAPULET,"’Tis more, ’tis more, his son is elder, sir; His son is thirty.",0.0,0.0
383,CAPULET,CAPULET’S COUSIN,Will you tell me that? His son was but a ward two years ago.,0.0,0.2272
384,CAPULET,ROMEO,Will you tell me that? His son was but a ward two years ago.,0.0,0.23673333333333332
385,ROMEO,CAPULET,"What lady is that, which doth enrich the hand Of yonder knight?",0.4939,0.25043333333333334
386,ROMEO,SERVANT,"What lady is that, which doth enrich the hand Of yonder knight?",0.4939,0.02639333333333334
387,SERVANT,ROMEO,"I know not, sir.",0.0,0.29500666666666664
388,SERVANT,ROMEO,"I know not, sir.",0.0,0.29500666666666664
389,ROMEO,SERVANT,"O, she doth teach the torches to burn bright! It seems she hangs upon the cheek of night As a rich jewel in an Ethiop’s ear; Beauty too rich for use, for earth too dear! So shows a snowy dove trooping with crows As yonder lady o’er her fellows shows. The measure done, I’ll watch her place of stand, And touching hers, make blessed my rude hand. Did my heart love till now? Forswear it, sight! For I ne’er saw true beauty till this night.",0.9906,0.02639333333333334
390,ROMEO,TYBALT,"O, she doth teach the torches to burn bright! It seems she hangs upon the cheek of night As a rich jewel in an Ethiop’s ear; Beauty too rich for use, for earth too dear! So shows a snowy dove trooping with crows As yonder lady o’er her fellows shows. The measure done, I’ll watch her place of stand, And touching hers, make blessed my rude hand. Did my heart love till now? Forswear it, sight! For I ne’er saw true beauty till this night.",0.9906,0.4508625
391,TYBALT,ROMEO,"This by his voice, should be a Montague. Fetch me my rapier, boy. What, dares the slave Come hither, cover’d with an antic face, To fleer and scorn at our solemnity? Now by the stock and honour of my kin, To strike him dead I hold it not a sin.",-0.4545,-0.079
392,TYBALT,CAPULET,"This by his voice, should be a Montague. Fetch me my rapier, boy. What, dares the slave Come hither, cover’d with an antic face, To fleer and scorn at our solemnity? Now by the stock and honour of my kin, To strike him dead I hold it not a sin.",-0.4545,-0.5354300000000001
393,CAPULET,TYBALT,"Why how now, kinsman! Wherefore storm you so?",0.0,0.25251999999999997
394,CAPULET,TYBALT,"Why how now, kinsman! Wherefore storm you so?",0.0,0.25251999999999997
395,TYBALT,CAPULET,"Uncle, this is a Montague, our foe; A villain that is hither come in spite, To scorn at our solemnity this night.",-0.9287,-0.5354300000000001
396,TYBALT,CAPULET,"Uncle, this is a Montague, our foe; A villain that is hither come in spite, To scorn at our solemnity this night.",-0.9287,-0.5354300000000001
397,CAPULET,TYBALT,"Young Romeo, is it?",0.0,0.25251999999999997
398,CAPULET,TYBALT,"Young Romeo, is it?",0.0,0.25251999999999997
399,TYBALT,CAPULET,"’Tis he, that villain Romeo.",-0.5574,-0.5354300000000001
400,TYBALT,CAPULET,"’Tis he, that villain Romeo.",-0.5574,-0.5354300000000001
401,CAPULET,TYBALT,"Content thee, gentle coz, let him alone, A bears him like a portly gentleman; And, to say truth, Verona brags of him To be a virtuous and well-govern’d youth. I would not for the wealth of all the town Here in my house do him disparagement. Therefore be patient, take no note of him, It is my will; the which if thou respect, Show a fair presence and put off these frowns, An ill-beseeming semblance for a feast.",0.8648,0.25251999999999997
402,CAPULET,TYBALT,"Content thee, gentle coz, let him alone, A bears him like a portly gentleman; And, to say truth, Verona brags of him To be a virtuous and well-govern’d youth. I would not for the wealth of all the town Here in my house do him disparagement. Therefore be patient, take no note of him, It is my will; the which if thou respect, Show a fair presence and put off these frowns, An ill-beseeming semblance for a feast.",0.8648,0.25251999999999997
403,TYBALT,CAPULET,It fits when such a villain is a guest: I’ll not endure him.,-0.5574,-0.5354300000000001
404,TYBALT,CAPULET,It fits when such a villain is a guest: I’ll not endure him.,-0.5574,-0.5354300000000001
405,CAPULET,TYBALT,"He shall be endur’d. What, goodman boy! I say he shall, go to; Am I the master here, or you? Go to. You’ll not endure him! God shall mend my soul, You’ll make a mutiny among my guests! You will set cock-a-hoop, you’ll be the man!",-0.4556,0.25251999999999997
406,CAPULET,TYBALT,"He shall be endur’d. What, goodman boy! I say he shall, go to; Am I the master here, or you? Go to. You’ll not endure him! God shall mend my soul, You’ll make a mutiny among my guests! You will set cock-a-hoop, you’ll be the man!",-0.4556,0.25251999999999997
407,TYBALT,CAPULET,"Why, uncle, ’tis a shame.",-0.4767,-0.5354300000000001
408,TYBALT,CAPULET,"Why, uncle, ’tis a shame.",-0.4767,-0.5354300000000001
409,CAPULET,TYBALT,"Go to, go to! You are a saucy boy. Is’t so, indeed? This trick may chance to scathe you, I know what. You must contrary me! Marry, ’tis time. Well said, my hearts!—You are a princox; go: Be quiet, or—More light, more light!—For shame! I’ll make you quiet. What, cheerly, my hearts.",0.8534,0.25251999999999997
410,CAPULET,TYBALT,"Go to, go to! You are a saucy boy. Is’t so, indeed? This trick may chance to scathe you, I know what. You must contrary me! Marry, ’tis time. Well said, my hearts!—You are a princox; go: Be quiet, or—More light, more light!—For shame! I’ll make you quiet. What, cheerly, my hearts.",0.8534,0.25251999999999997
411,TYBALT,CAPULET,"Patience perforce with wilful choler meeting Makes my flesh tremble in their different greeting. I will withdraw: but this intrusion shall, Now seeming sweet, convert to bitter gall.",0.1406,-0.5354300000000001
412,TYBALT,ROMEO,"Patience perforce with wilful choler meeting Makes my flesh tremble in their different greeting. I will withdraw: but this intrusion shall, Now seeming sweet, convert to bitter gall.",0.1406,-0.079
413,ROMEO,TYBALT,"[_To Juliet._] If I profane with my unworthiest hand This holy shrine, the gentle sin is this, My lips, two blushing pilgrims, ready stand To smooth that rough touch with a tender kiss.",0.7783,0.4508625
414,ROMEO,JULIET,"[_To Juliet._] If I profane with my unworthiest hand This holy shrine, the gentle sin is this, My lips, two blushing pilgrims, ready stand To smooth that rough touch with a tender kiss.",0.7783,0.28591756756756753
415,JULIET,ROMEO,"Good pilgrim, you do wrong your hand too much, Which mannerly devotion shows in this; For saints have hands that pilgrims’ hands do touch, And palm to palm is holy palmers’ kiss.",0.8316,0.18614324324324327
416,JULIET,ROMEO,"Good pilgrim, you do wrong your hand too much, Which mannerly devotion shows in this; For saints have hands that pilgrims’ hands do touch, And palm to palm is holy palmers’ kiss.",0.8316,0.18614324324324327
417,ROMEO,JULIET,"Have not saints lips, and holy palmers too?",0.0,0.28591756756756753
418,ROMEO,JULIET,"Have not saints lips, and holy palmers too?",0.0,0.28591756756756753
419,JULIET,ROMEO,"Ay, pilgrim, lips that they must use in prayer.",0.0,0.18614324324324327
420,JULIET,ROMEO,"Ay, pilgrim, lips that they must use in prayer.",0.0,0.18614324324324327
421,ROMEO,JULIET,"O, then, dear saint, let lips do what hands do: They pray, grant thou, lest faith turn to despair.",0.7845,0.28591756756756753
422,ROMEO,JULIET,"O, then, dear saint, let lips do what hands do: They pray, grant thou, lest faith turn to despair.",0.7845,0.28591756756756753
423,JULIET,ROMEO,"Saints do not move, though grant for prayers’ sake.",-0.2755,0.18614324324324327
424,JULIET,ROMEO,"Saints do not move, though grant for prayers’ sake.",-0.2755,0.18614324324324327
425,ROMEO,JULIET,"Then move not while my prayer’s effect I take. Thus from my lips, by thine my sin is purg’d. [_Kissing her._]",0.0258,0.28591756756756753
426,ROMEO,JULIET,"Then move not while my prayer’s effect I take. Thus from my lips, by thine my sin is purg’d. [_Kissing her._]",0.0258,0.28591756756756753
427,JULIET,ROMEO,Then have my lips the sin that they have took.,-0.5574,0.18614324324324327
428,JULIET,ROMEO,Then have my lips the sin that they have took.,-0.5574,0.18614324324324327
429,ROMEO,JULIET,Sin from my lips? O trespass sweetly urg’d! Give me my sin again.,-0.6588,0.28591756756756753
430,ROMEO,JULIET,Sin from my lips? O trespass sweetly urg’d! Give me my sin again.,-0.6588,0.28591756756756753
431,JULIET,ROMEO,You kiss by the book.,0.4215,0.18614324324324327
432,JULIET,NURSE,You kiss by the book.,0.4215,0.1255608108108108
433,NURSE,JULIET,"Madam, your mother craves a word with you.",0.0,0.040475675675675685
434,NURSE,ROMEO,"Madam, your mother craves a word with you.",0.0,0.14922
435,ROMEO,NURSE,What is her mother?,0.0,0.1566742857142857
436,ROMEO,NURSE,What is her mother?,0.0,0.1566742857142857
437,NURSE,ROMEO,"Marry, bachelor, Her mother is the lady of the house, And a good lady, and a wise and virtuous. I nurs’d her daughter that you talk’d withal. I tell you, he that can lay hold of her Shall have the chinks.",0.8555,0.14922
438,NURSE,ROMEO,"Marry, bachelor, Her mother is the lady of the house, And a good lady, and a wise and virtuous. I nurs’d her daughter that you talk’d withal. I tell you, he that can lay hold of her Shall have the chinks.",0.8555,0.14922
439,ROMEO,NURSE,Is she a Capulet? O dear account! My life is my foe’s debt.,0.1007,0.1566742857142857
440,ROMEO,BENVOLIO,Is she a Capulet? O dear account! My life is my foe’s debt.,0.1007,0.08792142857142858
441,BENVOLIO,ROMEO,"Away, be gone; the sport is at the best.",0.6369,0.02226428571428571
442,BENVOLIO,ROMEO,"Away, be gone; the sport is at the best.",0.6369,0.02226428571428571
443,ROMEO,BENVOLIO,"Ay, so I fear; the more is my unrest.",-0.539,0.08792142857142858
444,ROMEO,CAPULET,"Ay, so I fear; the more is my unrest.",-0.539,0.25043333333333334
445,CAPULET,ROMEO,"Nay, gentlemen, prepare not to be gone, We have a trifling foolish banquet towards. Is it e’en so? Why then, I thank you all; I thank you, honest gentlemen; good night. More torches here! Come on then, let’s to bed. Ah, sirrah, by my fay, it waxes late, I’ll to my rest.",0.8553,0.23673333333333332
446,CAPULET,JULIET,"Nay, gentlemen, prepare not to be gone, We have a trifling foolish banquet towards. Is it e’en so? Why then, I thank you all; I thank you, honest gentlemen; good night. More torches here! Come on then, let’s to bed. Ah, sirrah, by my fay, it waxes late, I’ll to my rest.",0.8553,0.3445846153846154
447,JULIET,CAPULET,"Come hither, Nurse. What is yond gentleman?",0.0,0.4782307692307693
448,JULIET,NURSE,"Come hither, Nurse. What is yond gentleman?",0.0,0.1255608108108108
449,NURSE,JULIET,The son and heir of old Tiberio.,0.0,0.040475675675675685
450,NURSE,JULIET,The son and heir of old Tiberio.,0.0,0.040475675675675685
451,JULIET,NURSE,What’s he that now is going out of door?,0.0,0.1255608108108108
452,JULIET,NURSE,What’s he that now is going out of door?,0.0,0.1255608108108108
453,NURSE,JULIET,"Marry, that I think be young Petruchio.",0.0,0.040475675675675685
454,NURSE,JULIET,"Marry, that I think be young Petruchio.",0.0,0.040475675675675685
455,JULIET,NURSE,"What’s he that follows here, that would not dance?",0.0,0.1255608108108108
456,JULIET,NURSE,"What’s he that follows here, that would not dance?",0.0,0.1255608108108108
457,NURSE,JULIET,I know not.,0.0,0.040475675675675685
458,NURSE,JULIET,I know not.,0.0,0.040475675675675685
459,JULIET,NURSE,"Go ask his name. If he be married, My grave is like to be my wedding bed.",-0.0258,0.1255608108108108
460,JULIET,NURSE,"Go ask his name. If he be married, My grave is like to be my wedding bed.",-0.0258,0.1255608108108108
461,NURSE,JULIET,"His name is Romeo, and a Montague, The only son of your great enemy.",0.1531,0.040475675675675685
462,NURSE,JULIET,"His name is Romeo, and a Montague, The only son of your great enemy.",0.1531,0.040475675675675685
463,JULIET,NURSE,"My only love sprung from my only hate! Too early seen unknown, and known too late! Prodigious birth of love it is to me, That I must love a loathed enemy.",0.5972,0.1255608108108108
464,JULIET,NURSE,"My only love sprung from my only hate! Too early seen unknown, and known too late! Prodigious birth of love it is to me, That I must love a loathed enemy.",0.5972,0.1255608108108108
465,NURSE,JULIET,What’s this? What’s this?,0.0,0.040475675675675685
466,NURSE,JULIET,What’s this? What’s this?,0.0,0.040475675675675685
467,JULIET,NURSE,A rhyme I learn’d even now Of one I danc’d withal.,0.0,0.1255608108108108
468,JULIET,NURSE,A rhyme I learn’d even now Of one I danc’d withal.,0.0,0.1255608108108108
469,NURSE,JULIET,"Anon, anon! Come let’s away, the strangers all are gone.",0.0,0.040475675675675685
470,NURSE,CHORUS,"Anon, anon! Come let’s away, the strangers all are gone.",0.0,0.0
471,CHORUS,NURSE,"Now old desire doth in his deathbed lie, And young affection gapes to be his heir; That fair for which love groan’d for and would die, With tender Juliet match’d, is now not fair. Now Romeo is belov’d, and loves again, Alike bewitched by the charm of looks; But to his foe suppos’d he must complain, And she steal love’s sweet bait from fearful hooks: Being held a foe, he may not have access To breathe such vows as lovers use to swear; And she as much in love, her means much less To meet her new beloved anywhere. But passion lends them power, time means, to meet, Tempering extremities with extreme sweet.",0.9433,0.9433
472,CHORUS,ROMEO,"Now old desire doth in his deathbed lie, And young affection gapes to be his heir; That fair for which love groan’d for and would die, With tender Juliet match’d, is now not fair. Now Romeo is belov’d, and loves again, Alike bewitched by the charm of looks; But to his foe suppos’d he must complain, And she steal love’s sweet bait from fearful hooks: Being held a foe, he may not have access To breathe such vows as lovers use to swear; And she as much in love, her means much less To meet her new beloved anywhere. But passion lends them power, time means, to meet, Tempering extremities with extreme sweet.",0.9433,0.9433
473,ROMEO,CHORUS,"Can I go forward when my heart is here? Turn back, dull earth, and find thy centre out.",0.3612,0.3612
474,ROMEO,BENVOLIO,"Can I go forward when my heart is here? Turn back, dull earth, and find thy centre out.",0.3612,0.08792142857142858
475,BENVOLIO,ROMEO,Romeo! My cousin Romeo! Romeo!,0.0,0.02226428571428571
476,BENVOLIO,MERCUTIO,Romeo! My cousin Romeo! Romeo!,0.0,-0.037471428571428565
477,MERCUTIO,BENVOLIO,"He is wise, And on my life hath stol’n him home to bed.",0.4767,0.015671428571428572
478,MERCUTIO,BENVOLIO,"He is wise, And on my life hath stol’n him home to bed.",0.4767,0.015671428571428572
479,BENVOLIO,MERCUTIO,"He ran this way, and leap’d this orchard wall: Call, good Mercutio.",0.4404,-0.037471428571428565
480,BENVOLIO,MERCUTIO,"He ran this way, and leap’d this orchard wall: Call, good Mercutio.",0.4404,-0.037471428571428565
481,MERCUTIO,BENVOLIO,"Nay, I’ll conjure too. Romeo! Humours! Madman! Passion! Lover! Appear thou in the likeness of a sigh, Speak but one rhyme, and I am satisfied; Cry but ‘Ah me!’ Pronounce but Love and dove; Speak to my gossip Venus one fair word, One nickname for her purblind son and heir, Young Abraham Cupid, he that shot so trim When King Cophetua lov’d the beggar-maid. He heareth not, he stirreth not, he moveth not; The ape is dead, and I must conjure him. I conjure thee by Rosaline’s bright eyes, By her high forehead and her scarlet lip, By her fine foot, straight leg, and quivering thigh, And the demesnes that there adjacent lie, That in thy likeness thou appear to us.",0.9234,0.015671428571428572
482,MERCUTIO,BENVOLIO,"Nay, I’ll conjure too. Romeo! Humours! Madman! Passion! Lover! Appear thou in the likeness of a sigh, Speak but one rhyme, and I am satisfied; Cry but ‘Ah me!’ Pronounce but Love and dove; Speak to my gossip Venus one fair word, One nickname for her purblind son and heir, Young Abraham Cupid, he that shot so trim When King Cophetua lov’d the beggar-maid. He heareth not, he stirreth not, he moveth not; The ape is dead, and I must conjure him. I conjure thee by Rosaline’s bright eyes, By her high forehead and her scarlet lip, By her fine foot, straight leg, and quivering thigh, And the demesnes that there adjacent lie, That in thy likeness thou appear to us.",0.9234,0.015671428571428572
483,BENVOLIO,MERCUTIO,"An if he hear thee, thou wilt anger him.",-0.5719,-0.037471428571428565
484,BENVOLIO,MERCUTIO,"An if he hear thee, thou wilt anger him.",-0.5719,-0.037471428571428565
485,MERCUTIO,BENVOLIO,"This cannot anger him. ’Twould anger him To raise a spirit in his mistress’ circle, Of some strange nature, letting it there stand Till she had laid it, and conjur’d it down; That were some spite. My invocation Is fair and honest, and, in his mistress’ name, I conjure only but to raise up him.",0.0513,0.015671428571428572
486,MERCUTIO,BENVOLIO,"This cannot anger him. ’Twould anger him To raise a spirit in his mistress’ circle, Of some strange nature, letting it there stand Till she had laid it, and conjur’d it down; That were some spite. My invocation Is fair and honest, and, in his mistress’ name, I conjure only but to raise up him.",0.0513,0.015671428571428572
487,BENVOLIO,MERCUTIO,"Come, he hath hid himself among these trees To be consorted with the humorous night. Blind is his love, and best befits the dark.",0.836,-0.037471428571428565
488,BENVOLIO,MERCUTIO,"Come, he hath hid himself among these trees To be consorted with the humorous night. Blind is his love, and best befits the dark.",0.836,-0.037471428571428565
489,MERCUTIO,BENVOLIO,"If love be blind, love cannot hit the mark. Now will he sit under a medlar tree, And wish his mistress were that kind of fruit As maids call medlars when they laugh alone. O Romeo, that she were, O that she were An open-arse and thou a poperin pear! Romeo, good night. I’ll to my truckle-bed. This field-bed is too cold for me to sleep. Come, shall we go?",0.9348,0.015671428571428572
490,MERCUTIO,BENVOLIO,"If love be blind, love cannot hit the mark. Now will he sit under a medlar tree, And wish his mistress were that kind of fruit As maids call medlars when they laugh alone. O Romeo, that she were, O that she were An open-arse and thou a poperin pear! Romeo, good night. I’ll to my truckle-bed. This field-bed is too cold for me to sleep. Come, shall we go?",0.9348,0.015671428571428572
491,BENVOLIO,MERCUTIO,Go then; for ’tis in vain To seek him here that means not to be found.,-0.4215,-0.037471428571428565
492,BENVOLIO,ROMEO,Go then; for ’tis in vain To seek him here that means not to be found.,-0.4215,0.02226428571428571
493,ROMEO,BENVOLIO,He jests at scars that never felt a wound.,0.0,0.08792142857142858
494,ROMEO,JULIET,He jests at scars that never felt a wound.,0.0,0.28591756756756753
495,JULIET,ROMEO,Ay me.,0.0,0.18614324324324327
496,JULIET,ROMEO,Ay me.,0.0,0.18614324324324327
497,ROMEO,JULIET,"She speaks. O speak again bright angel, for thou art As glorious to this night, being o’er my head, As is a winged messenger of heaven Unto the white-upturned wondering eyes Of mortals that fall back to gaze on him When he bestrides the lazy-puffing clouds And sails upon the bosom of the air.",0.886,0.28591756756756753
498,ROMEO,JULIET,"She speaks. O speak again bright angel, for thou art As glorious to this night, being o’er my head, As is a winged messenger of heaven Unto the white-upturned wondering eyes Of mortals that fall back to gaze on him When he bestrides the lazy-puffing clouds And sails upon the bosom of the air.",0.886,0.28591756756756753
499,JULIET,ROMEO,"O Romeo, Romeo, wherefore art thou Romeo? Deny thy father and refuse thy name. Or if thou wilt not, be but sworn my love, And I’ll no longer be a Capulet.",0.4019,0.18614324324324327
500,JULIET,ROMEO,"O Romeo, Romeo, wherefore art thou Romeo? Deny thy father and refuse thy name. Or if thou wilt not, be but sworn my love, And I’ll no longer be a Capulet.",0.4019,0.18614324324324327
501,ROMEO,JULIET,"[_Aside._] Shall I hear more, or shall I speak at this?",0.0,0.28591756756756753
502,ROMEO,JULIET,"[_Aside._] Shall I hear more, or shall I speak at this?",0.0,0.28591756756756753
